age,income,pto_days,vacation
23,15411,2,0
48,75000,7,1
74,18616,6,0
29,35445,2,0
68,108234,12,1
70,153185,9,1
58,119907,11,1
33,14912,8,0
56,42323,2,0
28,24000,3,0
28,33842,1,0
21,1450,4,0
63,235003,8,1
21,25934,6,0
36,39246,6,0
78,44333,6,1
27,4383,5,0
51,15333,12,0
52,220707,6,1
71,43333,7,1
47,3166,0,0
26,15140,0,0
33,74333,8,0
42,215870,7,0
47,63704,8,0
60,4800,3,0
43,72445,3,1
54,71849,3,0
31,23778,0,0
48,26358,3,0
52,2229,6,0
71,91439,5,0
48,218941,9,1
51,35038,0,0
66,54000,3,1
21,97988,2,0
52,55547,7,0
44,38414,1,0
20,17134,0,0
67,32912,0,1
51,176541,8,1
62,107607,7,1
27,3984,0,0
52,102806,7,1
61,50194,3,0
73,70740,3,0
68,40778,4,1
63,242040,10,1
37,231417,7,1
50,77216,6,0
73,14150,1,0
63,243944,8,1
40,13778,7,0
72,70000,5,0
39,208380,7,1
25,13000,2,0
45,227050,6,1
71,31159,2,0
69,68000,4,1
54,15333,8,0
41,109533,4,0
68,33333,12,0
65,39010,4,0
22,26267,8,0
57,3000,2,0
53,14333,9,0
72,34000,9,0
65,58330,12,1
59,114000,2,1
47,82750,6,1
58,87622,0,0
38,28000,6,1
28,76020,3,0
52,60000,4,0
51,59333,6,1
33,24000,2,0
20,49314,0,0
52,14333,9,0
22,11672,3,0
63,226464,11,1
27,0,0,0
70,64778,1,1
54,83657,5,0
43,51434,0,0
54,52000,5,0
22,48015,6,0
40,7214,8,0
69,194796,7,1
49,220174,5,1
51,233115,10,1
23,68333,7,1
68,31778,1,1
35,105669,5,1
32,11947,0,0
71,78371,4,0
75,94160,0,0
29,63445,0,1
53,81000,10,1
67,230133,9,1
51,16912,3,0
32,31445,0,0
21,2392,3,0
35,90491,2,0
71,59000,6,1
52,66467,6,1
55,65236,0,0
33,57239,1,0
53,68000,10,1
53,15000,6,0
75,9459,2,0
69,32000,2,1
60,26745,2,0
20,58000,1,1
21,79119,2,0
61,36333,7,0
35,56859,6,0
56,80080,9,1
34,22328,1,0
60,71565,0,0
63,89697,2,0
71,32056,6,0
69,88535,4,0
26,7309,0,0
75,64000,8,1
60,57242,8,1
23,28643,2,0
48,60616,3,0
41,27333,5,1
25,0,0,0
38,8203,1,0
33,172433,11,1
70,61333,11,0
68,86788,0,0
51,106913,7,1
48,107000,10,1
64,59467,8,1
22,12702,2,0
45,20594,2,0
20,33266,0,0
64,56000,6,0
46,105333,11,1
25,0,0,0
27,79709,0,0
56,214574,12,1
33,304333,12,1
60,60666,5,0
54,85203,2,0
20,24822,3,0
44,223587,8,1
66,48200,0,0
21,33257,4,0
64,56000,6,0
48,144894,11,1
48,2800,3,0
30,73445,3,0
26,26401,2,0
42,38372,0,0
44,68000,5,1
43,45827,8,1
56,117175,11,1
26,55192,4,0
26,67000,4,1
41,70132,2,0
41,84306,2,0
32,19171,4,0
62,40318,6,0
57,33000,4,0
64,36778,2,0
28,20000,8,0
64,65333,8,1
22,29217,2,0
59,55778,5,0
59,46245,0,1
57,70000,9,1
31,8333,10,0
50,84652,1,0
65,24555,7,0
47,144561,9,1
57,80780,8,1
64,57467,6,0
71,50448,5,0
54,17000,8,0
39,16333,12,0
56,119000,5,1
35,40445,4,0
41,111672,12,1
21,56333,12,0
46,227383,8,1
72,71000,1,1
60,2333,4,0
62,88649,12,1
73,8904,0,0
46,96861,1,0
39,24445,3,0
49,211176,12,1
41,23400,9,1
20,28000,,1
71,57934,1,0
38,96462,12,1
64,56333,9,0
29,25445,1,0
56,124000,10,1
63,113463,8,1
56,83075,3,0
25,7777,2,0
63,53035,3,0
29,46471,0,0
51,58824,5,0
25,12205,4,0
58,230955,5,0
36,555,0,0
31,26819,2,0
26,17008,0,0
56,75445,0,0
52,28611,2,0
39,40000,4,0
57,21133,1,0
36,15800,12,0
25,20445,6,0
31,53617,3,0
30,76000,9,1
49,101445,6,0
68,93788,0,0
43,182281,8,1
41,69951,3,0
30,10467,8,0
64,77045,2,0
25,27960,0,0
64,170319,8,1
53,42778,4,1
39,88000,9,0
67,8668,3,0
59,104153,7,1
44,51333,6,0
55,59482,2,0
51,82116,2,0
25,7578,0,0
73,71000,6,1
40,31465,4,0
43,159550,12,0
53,119778,7,1
46,204546,1,0
29,93762,4,0
20,28000,,1
69,66000,6,1
27,0,0,0
29,23333,5,0
28,87323,1,0
42,100778,6,1
48,156791,12,1
64,26270,1,0
40,28866,1,0
45,85375,0,0
40,41090,6,0
40,147694,5,1
56,97471,8,0
26,74000,5,0
41,43000,6,0
22,49869,3,0
47,82856,6,1
20,12130,0,0
40,55495,0,0
61,21000,2,0
46,28722,3,0
70,121180,12,1
69,19685,0,0
70,15114,4,0
58,26110,6,0
26,63000,3,1
41,93884,5,0
41,91542,2,0
22,81452,2,0
28,19000,0,0
33,3087,5,0
28,9081,0,0
74,70421,6,0
65,50000,3,1
51,96264,0,0
64,20515,1,0
20,23922,0,0
25,76972,4,0
46,38832,1,0
60,58333,7,1
57,5073,3,0
41,147672,3,1
59,40836,0,0
63,43161,4,0
59,48050,5,0
64,105886,6,1
27,28685,2,0
43,72778,9,1
53,80930,1,0
21,86214,0,0
21,59445,0,1
57,0,0,0
59,121000,6,1
27,37337,1,0
62,56000,1,1
37,3463,0,0
38,33000,1,0
73,38049,6,0
53,64682,0,0
48,4379,8,0
53,1263,6,0
41,4938,6,0
45,65170,6,0
73,58885,7,0
74,70523,6,0
66,116887,11,1
47,48000,5,0
72,49182,6,0
28,13168,4,0
19,333,2,0
60,46445,1,1
73,21163,2,0
27,40003,4,0
59,80722,3,0
25,3579,1,0
56,67061,0,0
26,86015,5,0
67,33000,5,1
25,74000,7,1
37,55410,0,0
29,21000,0,0
50,76920,5,0
45,96852,3,0
30,26294,2,0
47,12000,9,0
28,27272,0,0
66,54000,7,1
66,66000,0,1
53,17000,3,0
62,93263,6,0
53,115392,11,1
36,79793,10,1
63,47000,1,1
55,201883,8,1
38,65467,3,1
59,121000,6,1
63,35765,3,0
21,31319,0,0
62,56000,1,1
47,41333,7,0
41,36000,2,0
47,183147,11,1
21,152880,2,0
33,7511,4,0
53,35896,6,0
38,82347,3,0
35,99467,8,1
41,23400,9,1
24,10331,0,0
45,31778,5,0
53,68994,7,1
70,94938,2,0
39,6881,6,0
68,45244,5,0
61,36333,7,0
70,68200,7,0
74,15479,1,0
18,59000,4,1
51,182030,10,1
57,129886,4,1
20,63000,6,1
30,58381,1,0
40,89445,7,0
26,19083,0,0
44,16862,6,0
69,3410,6,0
29,72445,4,1
42,111992,7,1
60,51000,1,0
39,6402,7,0
29,21240,0,0
31,96362,5,0
54,81010,3,0
37,64883,3,0
44,120726,6,1
40,99000,6,1
32,31429,0,0
57,104679,8,1
46,41754,12,1
19,11800,2,0
67,27158,6,0
68,222,0,0
26,8103,0,0
61,59065,5,0
64,145243,10,1
22,23671,2,0
23,69490,4,0
59,122000,6,1
67,29000,6,0
65,44875,9,1
39,29201,2,0
24,39741,6,0
56,96768,8,0
39,73973,5,0
17,4445,0,0
67,58998,5,0
25,26068,0,0
41,35000,2,0
45,55745,0,0
38,211903,9,1
27,68333,6,1
33,7282,2,0
50,74702,2,0
45,47445,2,0
51,85565,3,0
51,81904,10,1
31,69000,2,1
67,66930,0,0
63,79553,11,1
30,30333,6,1
52,78122,0,0
28,3142,0,0
60,70364,5,1
20,222,0,0
57,45000,6,1
58,13620,3,0
53,19445,2,0
34,56526,4,0
56,137906,0,1
29,31000,4,1
56,181090,6,1
18,7467,2,0
50,52333,3,1
42,179342,11,1
48,38778,0,0
51,174748,12,1
35,55306,3,0
38,84921,3,0
24,73778,6,1
64,105039,12,1
48,50778,6,0
27,58333,2,1
61,48000,4,1
21,19467,1,0
47,3933,0,0
29,26551,0,0
28,22000,2,0
21,2345,0,0
38,160577,8,1
59,81335,11,1
32,5917,5,0
64,30000,4,1
69,128770,12,1
53,43000,3,0
25,17024,0,0
34,12800,11,0
47,31333,11,0
44,69810,7,0
44,0,0,0
64,30000,4,1
24,15379,3,0
34,68701,8,0
67,55333,6,1
18,96101,3,0
58,76786,5,1
22,8608,3,0
70,0,0,0
71,93333,9,1
30,21445,4,0
56,26500,4,0
36,306333,12,1
68,17054,1,0
62,22778,3,0
37,23778,1,0
64,24222,5,0
42,226355,6,1
48,49467,3,0
27,15473,2,0
29,32778,2,0
22,42058,5,0
49,68467,10,1
27,0,2,0
67,71000,9,1
20,19512,0,0
69,69000,0,1
33,17439,2,0
67,70333,6,1
58,27055,7,0
42,0,0,0
26,24187,0,0
54,120000,8,1
22,21625,0,0
30,23617,1,0
61,109273,10,1
25,555,0,0
34,38000,6,0
55,200258,7,1
21,81928,4,0
23,25230,2,0
71,108767,12,1
25,86658,2,0
23,19778,1,0
66,37778,2,1
60,34976,3,0
48,50251,0,0
56,41000,0,1
22,60933,8,0
68,58333,9,0
69,90884,2,0
27,68333,6,1
54,1596,8,0
23,54333,9,0
59,200113,6,1
20,26599,0,0
35,3312,2,0
34,24333,4,0
44,5181,2,0
22,10000,2,0
26,18445,0,0
52,71297,3,0
73,9786,1,0
68,239452,3,1
20,6174,3,0
27,19547,5,0
49,232367,12,1
55,88426,1,0
53,8459,5,0
25,32778,4,1
55,48,4,0
36,133351,8,0
27,16000,4,0
57,197789,11,1
46,37331,3,0
25,69467,5,1
61,66467,1,1
39,40000,4,0
40,68333,9,1
62,57797,11,1
31,227,1,0
27,63333,5,1
25,75126,6,0
58,18000,1,0
53,31460,0,0
33,7567,0,0
60,17701,8,0
48,53499,8,1
29,38975,0,0
30,23659,0,0
70,93000,7,1
50,53767,5,0
29,92215,0,0
57,3000,2,0
75,32565,4,0
18,0,0,0
52,110000,2,1
29,33445,0,1
36,529,5,0
59,10746,4,0
67,132295,11,1
64,79282,3,0
55,63000,5,0
36,25000,5,0
35,47000,7,1
32,22333,2,0
52,82467,9,0
59,76018,2,0
67,70000,3,1
67,28000,6,0
26,69315,0,0
57,59542,8,1
42,24011,4,0
37,64806,4,0
57,80778,6,0
54,20843,0,0
44,46000,7,0
60,81775,2,0
51,333,2,0
49,555,0,0
24,38350,0,0
30,25778,3,0
46,30609,5,0
25,56000,8,0
58,5406,5,0
55,50356,7,0
55,76445,0,0
64,54074,7,0
57,216859,8,1
72,35333,6,1
51,18411,0,0
49,13445,5,0
71,2559,0,0
45,90681,2,0
41,222,0,0
20,18610,0,0
38,98114,1,0
43,55000,4,1
48,99049,8,1
43,83385,4,0
55,4802,6,1
63,20455,10,1
61,21101,2,1
58,79720,12,1
36,41035,3,1
62,49600,11,1
63,63547,3,1
30,81277,10,1
56,71760,2,1
47,38110,6,1
54,33209,0,1
75,17157,2,1
66,12454,6,1
54,77590,8,1
36,36861,2,1
31,70770,6,1
73,34329,0,1
70,53501,6,1
48,82680,12,1
63,13170,8,1
50,12302,8,1
30,14015,7,1
43,23437,6,1
40,25624,12,1
42,40873,9,1
64,43715,4,1
75,58151,4,1
56,29324,11,1
36,80159,8,1
37,72578,5,1
53,11718,11,1
40,55527,1,1
62,60361,6,1
37,46345,12,1
59,63131,4,1
26,80272,8,1
38,72391,3,1
65,12016,11,1
25,72807,0,1
25,45210,6,1
39,3729,3,1
64,21584,3,1
33,45101,1,1
52,75919,5,1
73,62377,2,1
71,71092,1,1
40,42909,4,1
29,40835,3,1
27,67011,2,1
55,78557,12,1
60,85121,0,1
25,12598,2,1
43,81407,0,1
30,55353,11,1
63,31376,12,1
47,32900,1,1
51,15234,3,1
52,29937,8,1
58,81664,10,1
64,10923,4,1
52,60729,8,1
35,70481,12,1
36,18756,8,1
29,1784,8,1
74,22639,0,1
51,26440,4,1
65,41084,4,1
44,86321,11,1
45,20017,5,1
29,52842,10,1
75,48814,6,1
72,36219,2,1
58,42166,1,1
28,47250,8,1
63,49777,2,1
56,84707,10,1
73,83093,5,1
28,64325,12,1
63,21273,12,1
60,60524,0,1
72,12484,2,1
67,47230,7,1
73,57890,10,1
43,70834,7,1
25,53321,8,1
37,28457,4,1
56,85908,10,1
26,33765,7,1
25,47230,8,1
32,16615,1,1
49,71129,9,1
30,89058,4,1
32,86774,6,1
52,89515,8,1
62,53967,6,1
47,63345,12,1
42,51351,10,1
37,52199,12,1
45,10489,12,1
51,57050,8,1
66,61746,10,1
58,14310,4,1
41,24087,11,1
56,41930,5,1
43,77132,12,1
40,43764,6,1
53,74421,7,1
69,63377,10,1
73,49554,7,1
56,24212,0,1
62,27526,2,1
70,41604,11,1
45,57724,7,1
25,70884,7,1
33,47982,1,1
71,79838,1,1
68,32928,2,1
26,36690,1,1
67,64953,12,1
46,83041,11,1
38,1985,7,1
66,51096,11,1
44,39395,4,1
25,48762,2,1
75,57841,6,1
53,49178,6,1
31,82373,4,1
31,9067,2,1
63,30001,5,1
40,10186,2,1
29,20464,0,1
59,33172,5,1
35,39195,6,1
50,89566,7,1
57,20549,0,1
59,15851,12,1
73,58615,10,1
47,82516,8,1
51,11696,1,1
72,23628,6,1
67,75768,10,1
53,73266,11,1
53,80168,9,1
49,52981,8,1
61,9976,6,1
53,13040,1,1
59,87282,3,1
33,73611,4,1
72,89271,10,1
29,56689,10,1
66,86857,11,1
34,15585,5,1
73,29501,8,1
44,49654,2,1
49,24111,9,1
66,82194,7,1
26,21095,11,1
29,54416,4,1
65,74483,1,1
32,89389,6,1
49,65384,4,1
34,2353,3,1
42,27068,12,1
59,26228,1,1
26,70585,3,1
63,65582,12,1
47,48727,12,1
40,25700,11,1
36,9507,1,1
66,28969,11,1
75,32221,1,1
44,60569,11,1
64,78900,11,1
31,39923,12,1
51,8806,10,1
63,67844,5,1
42,46842,6,1
46,3435,9,1
42,52966,3,1
43,71295,11,1
34,52870,4,1
55,63217,3,1
43,41696,5,1
58,45292,5,1
48,14447,10,1
74,77915,2,1
31,13722,0,1
38,41079,4,1
58,39359,4,1
38,66,9,1
58,24579,6,1
60,9415,3,1
58,11564,9,1
56,44918,12,1
52,66960,4,1
50,63414,5,1
75,58446,3,1
31,14000,3,1
35,85535,5,1
57,59468,8,1
48,42851,9,1
70,67546,7,1
70,78970,5,1
37,34425,8,1
73,68979,10,1
47,61490,3,1
30,39892,6,1
62,38130,2,1
26,67804,4,1
53,44842,4,1
54,79194,2,1
58,25217,4,1
34,75590,12,1
28,11387,9,1
25,63499,3,1
72,16018,1,1
41,75783,1,1
50,58268,1,1
59,56758,4,1
58,24767,8,1
26,58551,10,1
67,36621,11,1
25,9539,10,1
35,19341,0,1
72,9477,0,1
45,49453,10,1
37,7074,8,1
58,82977,3,1
41,85332,2,1
48,26610,6,1
35,58952,6,1
51,84098,7,1
54,71415,4,1
34,85566,9,1
68,87083,9,1
64,67895,11,1
70,76130,8,1
70,89705,6,1
44,17685,9,1
55,42278,4,1
29,58375,3,1
42,34253,0,1
70,68618,12,1
27,33731,10,1
26,49042,6,1
70,42869,2,1
31,41542,3,1
32,84029,1,1
74,45611,2,1
67,78498,8,1
31,7261,7,1
54,66419,8,1
41,40232,7,1
42,52493,12,1
58,1666,2,1
67,43937,10,1
44,61362,12,1
41,56457,2,1
64,47793,2,1
50,72831,5,1
73,80204,1,1
29,51728,0,1
70,29078,11,1
40,81896,0,1
44,76403,2,1
73,85986,5,1
45,36356,12,1
26,18762,3,1
34,64993,5,1
41,87778,1,1
60,15447,6,1
45,29917,1,1
71,61525,10,1
73,21,0,1
27,41906,7,1
67,4436,1,1
56,73631,9,1
66,60480,3,1
56,34148,1,1
72,87892,9,1
75,70898,6,1
32,77616,2,1
74,3557,8,1
49,3127,9,1
33,47688,10,1
65,3484,4,1
43,36030,7,1
69,71265,8,1
70,22039,4,1
52,78163,7,1
61,64636,3,1
46,52567,2,1
34,11629,8,1
51,36367,11,1
64,12456,2,1
57,31770,2,1
70,33193,7,1
27,4787,0,1
69,43456,7,1
52,9309,4,1
28,84110,4,1
74,25059,6,1
69,6214,3,1
75,78826,9,1
71,19950,3,1
73,46721,7,1
53,83982,7,1
46,9976,4,1
26,29029,0,1
46,33772,3,1
44,87406,11,1
46,55055,11,1
40,16737,12,1
63,23109,3,1
66,41428,2,1
32,48334,8,1
42,86719,9,1
27,7478,8,1
51,46234,7,1
74,89568,10,1
34,24520,8,1
39,88827,1,1
51,68799,0,1
38,6538,1,1
49,17689,12,1
28,62008,0,1
30,26128,6,1
72,68712,1,1
73,41639,8,1
50,71209,7,1
29,67048,5,1
75,65819,5,1
63,14569,0,1
43,54008,6,1
44,20881,3,1
70,73408,6,1
44,44423,7,1
45,74630,9,1
33,52277,5,1
66,36701,10,1
67,83329,6,1
29,28029,4,1
68,78399,11,1
53,55971,10,1
42,1255,1,1
33,53669,1,1
58,6738,1,1
69,42117,12,1
40,8921,5,1
55,73702,5,1
65,17015,3,1
65,50058,11,1
40,6116,6,1
29,35426,1,1
33,70083,0,1
50,22846,0,1
66,40529,7,1
69,83158,4,1
65,15645,2,1
58,19044,12,1
53,88773,6,1
71,985,11,1
70,72945,10,1
63,6517,5,1
60,26667,1,1
46,65055,7,1
72,18400,4,1
36,13221,10,1
37,88957,2,1
67,40010,0,1
36,22063,7,1
75,20830,10,1
45,66895,6,1
62,68641,0,1
65,75417,2,1
52,15392,10,1
51,48124,12,1
54,23717,3,1
39,9378,12,1
39,19518,1,1
27,88427,2,1
58,20717,4,1
42,36984,4,1
37,62980,12,1
32,3580,6,1
29,40359,2,1
39,73713,6,1
57,21601,0,1
26,46966,6,1
48,4249,0,1
73,30428,10,1
65,7558,11,1
60,81472,7,1
69,71448,4,1
52,35630,12,1
31,36151,7,1
65,74417,12,1
65,32895,12,1
25,73217,9,1
38,47071,11,1
71,53525,7,1
34,74306,11,1
57,24889,10,1
38,37314,9,1
52,60164,4,1
63,49804,12,1
26,67483,6,1
62,41190,11,1
55,87559,12,1
52,41904,10,1
66,62000,4,1
29,66171,9,1
64,61054,9,1
28,14567,1,1
54,79442,5,1
35,86225,5,1
27,67322,3,1
33,32991,0,1
58,55182,9,1
48,63597,10,1
29,31123,10,1
66,74170,6,1
40,74461,6,1
47,34894,4,1
61,72876,0,1
66,37088,10,1
44,84682,0,1
74,21943,10,1
46,21163,5,1
75,19737,3,1
46,5746,2,1
45,56840,8,1
28,6837,8,1
54,65450,9,1
37,29383,5,1
41,37004,6,1
52,73724,6,1
31,40468,11,1
46,44527,11,1
45,19292,2,1
56,16329,12,1
27,17940,11,1
61,16264,0,1
50,28231,3,1
63,70092,6,1
32,57791,2,1
29,44959,0,1
74,22789,12,1
44,9131,0,1
72,68056,2,1
34,11445,10,1
73,31006,5,1
37,64984,0,1
63,66706,5,1
66,9415,10,1
34,16766,7,1
59,33643,12,1
75,56699,3,1
42,9056,4,1
55,57161,4,1
57,71477,2,1
58,63559,2,1
74,42834,8,1
32,36013,9,1
48,55781,2,1
35,17423,3,1
62,67061,10,1
56,23037,7,1
72,19902,1,1
50,64702,2,1
62,4352,11,1
42,86802,12,1
61,60138,9,1
61,36346,1,1
65,14352,11,1
35,3901,3,1
38,73816,6,1
73,79116,4,1
62,23021,6,1
64,83141,10,1
74,16564,4,1
49,80615,4,1
25,87332,0,1
48,24409,10,1
65,45824,10,1
33,36818,8,1
48,61692,0,1
34,79383,10,1
44,1188,0,1
71,15678,11,1
72,23028,6,1
39,65542,7,1
53,8805,0,1
70,18916,10,1
68,11556,2,1
58,6960,5,1
35,63615,12,1
25,42283,7,1
57,54941,11,1
40,50698,12,1
72,15031,6,1
36,20646,10,1
64,28003,6,1
71,59311,7,1
74,13572,0,1
45,78355,6,1
73,15086,6,1
59,80988,9,1
75,15023,0,1
51,82905,9,1
43,54495,10,1
29,76063,11,1
71,7369,12,1
63,54082,7,1
47,26816,7,1
72,5769,2,1
44,45711,9,1
32,61712,5,1
33,55441,2,1
68,32291,12,1
32,69125,3,1
33,41714,0,1
64,6132,7,1
69,36129,10,1
32,79229,11,1
69,66770,10,1
29,21992,12,1
37,12870,4,1
53,65812,6,1
39,79486,7,1
69,10959,9,1
60,32628,5,1
28,77484,4,1
60,43717,1,1
72,39174,9,1
56,66850,1,1
66,589,6,1
55,45270,10,1
64,89172,5,1
67,82365,0,1
36,59776,11,1
38,10847,7,1
59,51929,2,1
34,67209,6,1
62,60329,9,1
65,54452,0,1
34,7408,10,1
56,36081,1,1
43,70905,11,1
49,85119,2,1
68,68192,11,1
40,40631,12,1
34,84678,10,1
29,89693,12,1
41,80950,0,1
58,60265,1,1
70,53346,1,1
72,73683,3,1
61,67728,4,1
49,23721,6,1
42,13097,8,1
65,81299,7,1
73,25913,9,1
71,3004,3,1
65,36808,9,1
66,64047,7,1
72,37973,3,1
50,88333,6,1
58,4828,5,1
65,89811,5,1
36,71619,3,1
52,85644,3,1
67,22784,11,1
27,45122,9,1
27,28114,2,1
27,8319,11,1
38,89815,11,1
71,25754,2,1
47,858,8,1
33,15600,0,1
56,6644,8,1
61,770,3,1
47,25707,11,1
69,881,3,1
51,46985,9,1
39,75209,9,1
52,28524,1,1
52,79219,4,1
60,68079,5,1
66,14295,12,1
56,65640,12,1
71,65280,6,1
51,47282,12,1
39,31686,2,1
60,80241,12,1
74,23572,8,1
73,60445,6,1
61,19096,8,1
39,43795,9,1
36,66183,3,1
33,61882,0,1
52,48878,4,1
58,69454,9,1
61,74363,3,1
40,26044,8,1
71,49951,6,1
55,53840,1,1
58,14647,3,1
46,18516,11,1
74,67217,2,1
72,60961,7,1
62,12010,4,1
50,63876,5,1
54,47850,8,1
63,36974,8,1
30,73535,4,1
72,54573,1,1
52,27851,0,1
70,57258,10,1
61,45741,3,1
61,35658,10,1
73,2939,9,1
65,12266,8,1
31,38865,5,1
42,81443,9,1
55,31318,0,1
43,30883,9,1
34,54242,8,1
30,35489,10,1
66,56145,3,1
30,72875,11,1
35,47107,5,1
34,66892,3,1
36,61771,2,1
63,80023,3,1
53,59048,8,1
53,81959,3,1
46,48522,0,1
67,22042,7,1
32,74212,10,1
68,24329,10,1
33,28187,8,1
33,84224,8,1
46,73383,0,1
40,69553,0,1
42,5438,7,1
62,32258,6,1
65,80835,3,1
42,45712,5,1
44,88679,2,1
41,38247,4,1
51,20007,11,1
39,43122,8,1
61,78226,2,1
62,72833,1,1
41,61536,9,1
36,51749,0,1
54,82004,7,1
36,46437,12,1
64,63484,7,1
30,78470,1,1
28,40731,3,1
58,78427,10,1
30,79548,4,1
47,21760,7,1
71,59150,12,1
55,15861,0,1
49,7137,1,1
46,88344,7,1
62,26170,4,1
41,43179,1,1
61,87445,5,1
42,25071,6,1
74,51929,6,1
68,68268,11,1
39,56167,3,1
58,47449,5,1
59,45499,0,1
29,80959,7,1
41,70096,6,1
64,52507,5,1
65,3513,11,1
28,81960,11,1
44,63221,3,1
47,68596,5,1
26,3099,7,1
45,67987,7,1
37,61772,7,1
70,63255,9,1
47,59094,1,1
74,51276,3,1
32,6090,7,1
29,85180,3,1
75,65848,2,1
74,39114,11,1
50,35453,11,1
64,88022,9,1
33,308,10,1
43,51753,5,1
41,24452,4,1
33,56666,3,1
37,71165,3,1
25,88683,0,1
57,25781,11,1
51,15852,2,1
31,86072,2,1
29,41967,0,1
32,2904,2,1
28,41311,4,1
68,45806,8,1
62,24525,12,1
45,24337,6,1
43,6340,0,1
57,1472,2,1
71,64866,6,1
56,39277,0,1
50,22575,2,1
40,83481,9,1
54,50129,9,1
40,58628,1,1
66,23031,0,1
49,71627,10,1
65,23909,5,1
54,7426,6,1
40,13007,9,1
38,10585,6,1
44,22673,8,1
51,66492,6,1
50,80719,11,1
64,21881,3,1
68,85858,4,1
45,89032,11,1
44,61373,12,1
45,19976,1,1
42,80470,0,1
31,83888,4,1
72,63863,12,1
61,58238,12,1
34,44367,2,1
29,11902,0,1
43,8764,5,1
71,49785,7,1
52,44701,1,1
25,32554,4,1
56,45465,5,1
27,89807,4,1
54,89440,8,1
31,66866,11,1
53,80787,5,1
66,70446,9,1
51,17959,8,1
34,66851,6,1
32,37122,8,1
38,73820,6,1
28,62696,6,1
68,32839,11,1
36,2711,9,1
30,62633,4,1
31,70036,5,1
47,65663,12,1
51,21715,12,1
73,17747,2,1
28,28889,5,1
35,59632,7,1
29,50263,11,1
40,32823,10,1
69,85231,3,1
25,14563,7,1
65,74129,2,1
33,35772,12,1
72,16221,10,1
68,20914,5,1
28,63548,6,1
37,65506,5,1
33,74698,10,1
60,628,3,1
46,9571,8,1
68,35490,0,1
43,43830,1,1
29,12717,8,1
65,84590,12,1
52,26556,3,1
75,57427,10,1
43,19478,12,1
48,20598,5,1
38,87597,3,1
34,75465,1,1
46,49092,2,1
52,2997,0,1
39,72353,5,1
63,41683,2,1
65,38023,8,1
71,1820,12,1
64,31483,9,1
41,66328,5,1
31,89824,12,1
63,67279,5,1
64,534,10,1
32,61402,8,1
52,1259,0,1
49,2866,2,1
68,46432,9,1
26,38347,1,1
51,9076,9,1
52,14987,6,1
70,87704,2,1
70,51396,4,1
40,1239,5,1
32,19972,7,1
26,81050,7,1
46,65383,3,1
44,1053,8,1
25,28512,0,1
33,89171,12,1
73,5173,10,1
70,88456,5,1
28,1120,12,1
66,74518,2,1
29,65374,3,1
29,39567,3,1
72,41111,2,1
40,20984,9,1
39,44751,8,1
28,30786,10,1
67,2190,12,1
41,70010,1,1
47,3515,9,1
31,77625,8,1
58,75715,10,1
62,8392,12,1
51,11183,11,1
32,35758,1,1
57,73427,7,1
39,54479,5,1
32,59481,0,1
74,18112,7,1
58,69677,9,1
65,74344,1,1
75,27004,7,1
51,59858,4,1
54,39981,2,1
35,30497,9,1
34,88818,12,1
45,88423,5,1
47,51268,10,1
38,62651,1,1
59,25355,1,1
60,28663,10,1
67,34100,11,1
62,83892,1,1
37,34225,9,1
67,35068,1,1
54,72313,7,1
61,57624,3,1
35,4002,1,1
71,68460,12,1
61,23500,11,1
60,11381,3,1
41,71253,2,1
60,78878,10,1
30,71628,1,1
57,71621,1,1
33,12471,5,1
42,33156,11,1
38,75168,8,1
73,31399,4,1
51,15073,7,1
59,86767,9,1
63,54952,12,1
30,4397,7,1
39,12189,10,1
51,88815,5,1
62,19833,8,1
34,40958,3,1
26,69902,10,1
68,35671,9,1
46,67769,4,1
50,13166,4,1
54,5934,4,1
46,46751,4,1
34,78059,10,1
49,65929,7,1
68,58055,7,1
49,49269,9,1
28,53589,9,1
41,23056,3,1
33,47415,11,1
62,41982,5,1
34,21572,0,1
51,51519,8,1
26,37136,10,1
48,31541,6,1
36,38758,7,1
37,88029,6,1
38,43147,6,1
75,86216,6,1
59,12203,8,1
46,31593,5,1
38,53955,10,1
59,8588,12,1
51,80890,10,1
43,83655,2,1
72,33629,7,1
65,79093,7,1
41,75475,11,1
32,86366,6,1
71,89600,12,1
40,22301,11,1
65,20625,5,1
68,4030,7,1
25,41414,2,1
30,18692,4,1
72,11056,6,1
40,19723,8,1
41,40980,12,1
75,17245,8,1
69,39640,4,1
44,87865,5,1
36,89407,1,1
50,77643,4,1
30,76386,7,1
57,79475,2,1
28,56032,5,1
32,78511,0,1
53,51827,10,1
30,6297,2,1
26,85066,10,1
32,13205,7,1
71,83845,0,1
49,88754,6,1
26,12078,3,1
44,9728,0,1
48,25094,7,1
26,80464,5,1
48,89861,4,1
36,64315,0,1
47,41002,3,1
39,52218,4,1
66,11680,4,1
50,27323,11,1
63,23704,3,1
26,3807,2,1
47,56026,7,1
46,39538,10,1
29,53436,9,1
75,81558,5,1
36,71759,4,1
41,76469,8,1
56,81103,3,1
57,18435,0,1
35,13947,7,1
74,743,2,1
68,13001,10,1
30,64961,11,1
67,22278,0,1
67,61940,8,1
56,78500,8,1
57,27420,6,1
56,62270,11,1
74,86919,4,1
56,50304,8,1
45,66870,7,1
66,33129,4,1
32,4850,7,1
75,10591,3,1
36,7008,7,1
